houseguid,formalname_region,formalname_area,formalname_city,formalname_street,house_number,building,block,letter,floor_count_max,floor_count_min,living_quarters_count,area_residential
e654fa39-825d-41ac-928b-abd1f8a065fa,Свердловская,,Заречный,Клары Цеткин,11,,,,4.0,4.0,48.0,"2026,80"
125508d2-da15-454c-9404-2c0ed11e66ae,Свердловская,,Заречный,Клары Цеткин,13,,,,4.0,4.0,44.0,"1677,90"
e1a2bb49-d091-4cd8-ba8e-b4459d79da13,Свердловская,,Заречный,Клары Цеткин,15,,,,4.0,4.0,48.0,"2025,60"
dafaabf0-707a-47c1-b19f-503f78702651,Свердловская,,Заречный,Клары Цеткин,19,,,,5.0,5.0,70.0,"3383,20"
25c6ec2c-35d0-474f-a20c-a56198d1eb01,Свердловская,,Заречный,Клары Цеткин,21,,,,5.0,5.0,70.0,"3394,90"
070a9d9c-73e2-226d-6deb-fd64fe32a2ca,Свердловская,,Заречный,Коммунаров,30,,,,,,,
67d8a92c-bae6-2a4a-7b62-82ab124a3437,Свердловская,,Заречный,Коммунаров,32,,,,,,,
88ef2ea3-826a-4ce5-a09c-18797869e074,Свердловская,,Заречный,Кузнецова,8,,,,5.0,5.0,55.0,"2917,90"
3e322c4e-1a5e-742d-0036-58dd7d274605,Свердловская,,Заречный,Коммунаров,33,,,,,,,
3405b3ce-11b6-02cb-a458-6cfd67039675,Свердловская,,Заречный,Коммунаров,59,,,,,,,
0e5db9ca-a4eb-3646-7c0b-b481f858c8d5,Свердловская,,Заречный,Коммунаров,60,,,,,,,
eb521703-92e9-b4f8-aff9-2ed808229d49,Свердловская,,Заречный,Коммунаров,61,,,,,,,
38a81b8d-44b9-52ce-0227-1e95616eb007,Свердловская,,Заречный,Коммунаров,62,,,,,,,
bba04b5a-526d-bb31-ec53-0b761e68ef87,Свердловская,,Заречный,Коммунаров,63,,,,,,,
e6465e5c-5efc-e959-a87e-0b31e93ebd49,Свердловская,,Заречный,Коммунаров,64,,,,,,,
a9673dd3-eabd-4d5d-b928-9210dc8b62aa,Свердловская,,Заречный,Коммунаров,65,,,,,,,
ab599432-0857-03e1-be79-914145596a73,Свердловская,,Заречный,Коммунаров,70,,,,,,,
822b05f0-ca51-9652-b734-0661442ec091,Свердловская,,Заречный,Коммунаров,72,,,,,,,
b64e5a1d-60b6-4210-ab9b-7e2dd4689300,Свердловская,,Заречный,Комсомольская,1,,,,3.0,3.0,36.0,"1477,10"
4cc58cdb-6f65-4802-b805-8f09fb7bc80f,Свердловская,,Заречный,Комсомольская,2,,,,3.0,3.0,24.0,"1300,30"
a63fd5ff-a997-497c-a903-19bc34988159,Свердловская,,Заречный,Комсомольская,5,,,,3.0,3.0,36.0,"1486,90"
1ac4d543-41a4-46fa-9967-a758a361aad9,Свердловская,,Заречный,Комсомольская,6,,,,3.0,3.0,24.0,"1271,20"
cb54db81-a0ad-4363-834f-8f425de93dc0,Свердловская,,Заречный,Комсомольская,8,,,,3.0,3.0,36.0,"1477,10"
bd13ff62-53c1-4e18-af14-34b378902c69,Свердловская,,Заречный,Комсомольская,10,,,,3.0,3.0,36.0,"1476,60"
2768e2d1-3127-4b8f-a258-1a7e36c39a32,Свердловская,,Заречный,Кузнецова,1,,,,5.0,5.0,119.0,"5402,40"
d46288c8-76c0-47f1-a414-d35c72ef6807,Свердловская,,Заречный,Клары Цеткин,9,,,,4.0,4.0,32.0,"1278,80"
5ed00ac3-b29d-322b-a771-8572eb1c9ac5,Свердловская,,Заречный,Клары Цеткин,7,,A,,4.0,,,
7e6c82b1-2791-44a0-90e0-f3cea5d9cbfe,Свердловская,,Заречный,Клары Цеткин,7,,,,4.0,4.0,32.0,"1287,70"
f6bb4e9f-ac73-4060-ae00-ea7171026e3f,Свердловская,,Заречный,Клары Цеткин,5,,,,4.0,4.0,32.0,"1273,30"
2a113c93-88b6-e448-2712-e263647644c8,Свердловская,,Заречный,Коммунаров,13,,,,,,,
06a62f1a-fcb2-28ba-4832-4b3a2064575a,Свердловская,,Заречный,Коммунаров,14,,,,,,,
31dec6fd-5746-ba82-722e-a2376b897b56,Свердловская,,Заречный,Коммунаров,15,,,,,,,
87467082-a4ef-f41e-e110-5014d4385e92,Свердловская,,Заречный,Коммунаров,16,,,,,,,
94f14df8-4fe8-51db-929a-249793299cfd,Свердловская,,Заречный,Коммунаров,18,,,,,,,
38b2d10d-4032-18f3-2cd9-53bef3512b79,Свердловская,,Заречный,Коммунаров,21,,,,,,,
4d238ae6-7358-18bd-1329-f18863e58eb7,Свердловская,,Заречный,Коммунаров,24,,,,,,,
994a9c76-f6df-97e5-baa9-8459ec2d19ce,Свердловская,,Заречный,Коммунаров,26,,,,,,,
e8ae7659-3595-85c3-8a3f-7d460a00fa1e,Свердловская,,Заречный,Коммунаров,27,,,,,,,
ffd3beb4-0f84-be00-011d-30990f7c8c21,Свердловская,,Заречный,Коммунаров,28,,,,,,,
b6c4c9ae-5511-030f-52a5-2d046c3b45f0,Свердловская,,Заречный,Коммунаров,29,,,,,,,
49b435f2-0c3f-6dd0-5004-a4622ddcbf65,Свердловская,,Заречный,Коммунаров,1,,,,,,,
66ba3bc7-96a4-4c7d-882b-65492c87ec66,Свердловская,,Заречный,Кузнецова,4,,,,5.0,5.0,45.0,"2112,20"
9a659c57-69e5-4404-859c-0881ce33cb6b,Свердловская,,Заречный,Клары Цеткин,23,,,,6.0,5.0,129.0,"6060,30"
64249ad1-c421-a776-028e-84733823aa7f,Свердловская,,Заречный,Инженерный,7,,,,,,,"173,90"
97309055-1de7-441f-8271-6334af7fae3e,Свердловская,,Заречный,Алещенкова,26,,,,9.0,1.0,,"1165,30"
6e156db1-d248-4b8f-973b-b21f55dbe18d,Свердловская,,Заречный,Бажова,12,,,,2.0,2.0,8.0,"438,30"
81e64535-6d6a-118f-6c9a-ea55abaddedf,Свердловская,,Заречный,Бажова,16а,,1,,2.0,2.0,6.0,"1342,90"
8ee4e7fa-9448-4323-a0dc-052929dd0b41,Свердловская,,Заречный,Бажова,16а,,2,,3.0,3.0,8.0,"683,60"
6a2fd2b2-beda-412e-8803-e4e08ac7ed35,Свердловская,,Заречный,Бажова,16а,,3,,4.0,4.0,12.0,"1088,00"
54e1c2fc-eafd-488d-9c2a-0c2832e19c42,Свердловская,,Заречный,Бажова,16а,,4,,4.0,4.0,14.0,"1210,60"
72173f95-f000-4f4d-9d45-6d3c1307e1d4,Свердловская,,Заречный,Бажова,26,,,,3.0,3.0,24.0,"940,60"
83eae6bc-7f46-4a7e-9eef-4d1aa9b89a0d,Свердловская,,Заречный,Бажова,30,,,,4.0,4.0,32.0,"1278,50"
c0cad726-5ba0-8e7e-27b0-6288183a8f3c,Свердловская,,Заречный,Дзержинского,7а,,5,,,,,
07954090-ae9d-4ed5-9f4c-f73d2609d918,Свердловская,,Заречный,Клары Цеткин,3,,,,4.0,4.0,32.0,"1281,20"
bfb4211a-cbd7-4366-87bf-84d57f4d6d50,Свердловская,,Заречный,Клары Цеткин,21,а,,,5.0,5.0,60.0,"2730,80"
bfb4211a-cbd7-4366-87bf-84d57f4d6d50,Свердловская,,Заречный,Клары Цеткин,21,,А,,,,,
b416c3c9-b367-4e80-98cd-64b9de053fd5,Свердловская,,Заречный,Лазурная,11,,,,,,,
42f3c795-1628-42ea-9382-b1213db5fe13,Свердловская,,Екатеринбург,Шаумяна,103,,4,,5.0,5.0,45.0,"1945,90"
7442ba42-1f1f-452f-ad11-4b344977113e,Свердловская,,Екатеринбург,Шаумяна,98,,1,,4.0,5.0,45.0,"1290,40"
247e9849-81a9-4d1f-b953-9b1f944b9d20,Свердловская,,Екатеринбург,Щербакова,5,,а,,16.0,,,"6854,60"
a2c1e320-46e2-4f37-b8ea-b84fd273aa36,Свердловская,,Екатеринбург,Щербакова,7,,,,5.0,5.0,108.0,"4015,30"
092d8eaf-dc68-4c50-b220-941694325e47,Свердловская,,Екатеринбург,Щербакова,20,,,,12.0,12.0,388.0,"23551,90"
83f97fdd-a040-aba8-9d04-8b45b30c7cdd,Свердловская,,Екатеринбург,Щербакова,35,,,,14.0,14.0,153.0,"7651,90"
9ab7b54b-528e-48c9-9847-ef6805e54b70,Свердловская,,Екатеринбург,Щербакова,37,,,,16.0,14.0,157.0,"10943,80"
58c3e390-f26e-470f-93c1-be1f4e48fa28,Свердловская,,Екатеринбург,Щербакова,39,,,,14.0,14.0,89.0,"8593,90"
999de184-09b3-4cbd-bc8d-95c2e1843088,Свердловская,,Екатеринбург,Щербакова,41,,,,4.0,4.0,30.0,"1138,80"
20768724-2743-4fd0-8a93-3cb910fed439,Свердловская,,Екатеринбург,Щербакова,43,,,,3.0,3.0,19.0,"1411,10"
29a35e35-a464-4616-9958-8a0979b2e1fd,Свердловская,,Екатеринбург,Щербакова,45,,,,2.0,2.0,8.0,"449,70"
96464438-266c-4e69-ae46-a3c17e0fe748,Свердловская,,Екатеринбург,Щорса,54,,,,9.0,9.0,143.0,"6432,60"
35fa11c4-c5ab-49ca-8fff-aada096480d4,Свердловская,,Екатеринбург,Щорса,54 ,,А,,18.0,18.0,186.0,"10602,00"
7a28fd48-1c3b-4663-92ee-c557f1825543,Свердловская,,Екатеринбург,Щорса,56,,,,5.0,5.0,78.0,"1366,20"
3ec122cf-59c5-4240-92df-9625b99b48d7,Свердловская,,Екатеринбург,Щорса,56,,А,,5.0,5.0,80.0,"3229,40"
cf3db8ae-e47c-4604-b0ce-b73cdf85285d,Свердловская,,Екатеринбург,Электриков,3,,,,9.0,7.0,55.0,"4251,10"
985330cb-44b7-48c9-92f5-21d468eb3831,Свердловская,,Екатеринбург,Электриков,4,,А,,4.0,4.0,30.0,"1220,40"
142a3396-47ee-47c3-83a5-0dedc4d05b17,Свердловская,,Екатеринбург,Электриков,5,,,,16.0,1.0,108.0,"3052,30"
73f9151e-da39-4b44-9fde-758d5049c247,Свердловская,,Екатеринбург,Электриков,6,,,,2.0,2.0,19.0,"376,10"
00123850-d7bc-4d22-ad64-983c06476648,Свердловская,,Екатеринбург,Электриков,8,,,,2.0,2.0,19.0,"363,60"
1fc60c12-3c74-40c3-87ec-6412508241f5,Свердловская,,Екатеринбург,Электриков,9,,,,16.0,16.0,109.0,"6726,20"
e47c53bf-aed3-4e1a-b48d-a30e9351ba7b,Свердловская,,Екатеринбург,Электриков,10,,,,2.0,2.0,12.0,"562,10"
111d3dce-0e00-4a2c-a3e2-129f94205c39,Свердловская,,Екатеринбург,Электриков,11,,,,10.0,10.0,88.0,"4857,20"
5abd1757-21eb-7eab-eb66-c65f3630f49e,Свердловская,,Екатеринбург,Электриков,12,,,,5.0,4.0,76.0,"3499,30"
96407bff-7d0b-4cd2-a8ab-a9ce7ff90609,Свердловская,,Екатеринбург,Электриков,15,,,,5.0,5.0,35.0,"583,50"
eb7446af-ed6d-46b8-abad-3be2000c0c0c,Свердловская,,Екатеринбург,Электриков,16,,А,,4.0,4.0,24.0,"1246,60"
9c5ba084-3adb-48bf-a27f-408d0ca81d08,Свердловская,,Екатеринбург,Электриков,18,,,,5.0,5.0,69.0,"3161,50"
247e9849-81a9-4d1f-b953-9b1f944b9d20,Свердловская,,Екатеринбург,Щербакова,5а,,,,16.0,1.0,125.0,"6854,60"
09c890c9-eb93-461f-a6fb-bab3e169526f,Свердловская,,Екатеринбург,Электриков,19,,,,9.0,9.0,162.0,"7124,00"
ea33a803-0471-4c0a-ac5a-28f6cd90389c,Свердловская,,Екатеринбург,Щербакова,5,,4,,5.0,5.0,60.0,"2467,30"
9f068cd6-d492-4f41-9637-3c076c19280d,Свердловская,,Екатеринбург,Щербакова,5,,2,,5.0,5.0,90.0,"3949,60"
5a8675bb-ee81-3008-3281-de739dae4764,Свердловская,,Екатеринбург,Щербакова,145,,общ в/г 31,,4.0,4.0,0.0,"0,00"
7e5efa18-821e-da9d-b206-177adeee4967,Свердловская,,Екатеринбург,Щербакова,149,,,,3.0,3.0,37.0,"814,20"
146dc81f-1b55-4b64-93bc-05a253955669,Свердловская,,Екатеринбург,Щорса,23,,А,,,,,
5be51faf-4845-96fc-2389-62b4b39e7798,Свердловская,,Екатеринбург,Щорса,23А1,,,,3.0,3.0,24.0,"635,10"
33d639f6-7554-4571-a719-d2752efd16e0,Свердловская,,Екатеринбург,Щорса,24,,,,10.0,10.0,230.0,"15760,00"
976183da-5b5e-4e4a-b140-5aedb1fcc91b,Свердловская,,Екатеринбург,Щорса,30,,,,9.0,9.0,142.0,"7457,10"
364de3f5-c93d-4479-a1e5-9bbcc0487a66,Свердловская,,Екатеринбург,Щорса,32,,,,9.0,9.0,144.0,"7066,10"
410dc468-0b59-4807-92e5-f1f15cc02174,Свердловская,,Екатеринбург,Щорса,35,,,,14.0,10.0,104.0,"6793,40"
4c69c08d-ca94-4719-b6e6-b5486eed2890,Свердловская,,Екатеринбург,Щорса,37,,,,6.0,6.0,31.0,"9132,10"
f6266e9f-045f-4512-8736-380b6f92570f,Свердловская,,Екатеринбург,Щорса,38,,1,,5.0,5.0,119.0,"4567,10"
46c96def-5597-4f6d-84ca-f1d898fef5b9,Свердловская,,Екатеринбург,Щорса,38,,2,,5.0,5.0,100.0,"4534,20"
95416aa0-1630-42ef-b0b0-e6b44f6f9166,Свердловская,,Екатеринбург,Щорса,39,,,,10.0,10.0,141.0,"4918,50"
26005503-991f-16dd-75d7-19ab72f112da,Свердловская,,Екатеринбург,Щорса,51,,б,,3.0,3.0,16.0,"663,60"
e4ae767d-0558-48b8-933c-75db3d7cc50e,Свердловская,,Екатеринбург,Щербакова,115.,,,,12.0,12.0,81.0,"3900,00"
dbf4fc3f-128b-45d7-9e22-9520704a8ebd,Свердловская,,Екатеринбург,Щербакова,77,,,,32.0,4.0,919.0,"44797,50"
4c4e340b-da22-4516-9ab4-9311d56cfbb1,Свердловская,,Екатеринбург,Шевченко,35,,,,5.0,5.0,77.0,"3108,10"
31b995f8-78f0-4b21-a115-2f5d71091330,Свердловская,,Екатеринбург,Щербакова,47,,,,5.0,5.0,100.0,"4543,00"
312144b7-6f51-46bb-baef-190564cc0435,Свердловская,,Екатеринбург,Шорный,13б,,,,2.0,2.0,12.0,"675,76"
cfa027cd-df57-8413-913e-669c73dcd23a,Свердловская,,Екатеринбург,Щербакова,3/1,,,,,,,"5250,50"
245743c7-9842-4715-beee-f98eb0ff76a1,Свердловская,,Екатеринбург,Щербакова,3,,1,,5.0,5.0,120.0,"5163,40"
d17bc2c9-67d4-47e7-8e31-14eaf3e36cc9,Свердловская,,Екатеринбург,Щербакова,3,,2,,5.0,5.0,120.0,"5287,30"
1cd265e7-4df3-421e-b53f-9467e82b4f6d,Свердловская,,Екатеринбург,Щербакова,3,,3,,5.0,5.0,60.0,"2562,80"
37999985-5590-4d74-969d-6e137f028ebf,Свердловская,,Екатеринбург,Щербакова,3,,4,,5.0,5.0,60.0,"2625,50"
b96616aa-95b2-4c4f-b9c1-6489ca7ee69e,Свердловская,,Екатеринбург,Щербакова,3,,5,,5.0,5.0,30.0,"1275,50"
9ea82e70-e050-48b9-a555-1d7cc923c943,Свердловская,,Екатеринбург,Щербакова,5,,1,,5.0,5.0,105.0,"4573,70"
ce1a9ecf-dbd1-4699-bcd7-c8834cd1c602,Свердловская,,Екатеринбург,Щербакова,5,,3,,5.0,5.0,60.0,"2534,30"
3c7d89bc-9b80-4ec4-adbf-d92ee5750c95,Свердловская,,Екатеринбург,Электриков,20,,,,2.0,2.0,12.0,"756,80"
b3a1bda7-fc77-4146-a494-99b991016eef,Свердловская,,Екатеринбург,Электриков,20,,А,,5.0,5.0,70.0,"3330,50"
0ad323c1-4a0e-4021-9865-c039cf1b43c3,Свердловская,,Екатеринбург,Электриков,21,,,,9.0,9.0,162.0,"7113,20"
1c6aa6cf-3f40-4fe0-9c7d-d4d832b27c20,Свердловская,,Екатеринбург,Шорный,13,,,,2.0,2.0,12.0,"710,50"
d93c3fd4-3ba8-405a-aaa9-a12d3da41283,Свердловская,,Екатеринбург,Шорный,11,,,,,,,
923b1be2-4f94-453f-9c8f-bc91c0d6fd5d,Свердловская,,Екатеринбург,Шефская,28,,,,2.0,2.0,8.0,"363,60"
a5cd3619-4a2a-4c90-a717-0ba239a31561,Свердловская,,Екатеринбург,Шейнкмана,121,,,,25.0,0.0,134.0,"21021,60"
120c9324-3ecc-4e45-9161-394930a7e0a7,Свердловская,,Екатеринбург,Шейнкмана,122,,,,16.0,12.0,166.0,"9489,70"
1b56afad-68ee-427b-81b9-4ea045a6bc6b,Свердловская,,Екатеринбург,Шейнкмана,124,,,,12.0,12.0,59.0,"3407,20"
37c7e890-f437-41bb-a213-faa5d6d94984,Свердловская,,Екатеринбург,Шейнкмана,128,,,,12.0,12.0,130.0,"6427,80"
79cdc308-75b8-4c7d-ab8a-57927bb1d34c,Свердловская,,Екатеринбург,Шейнкмана,130,,,,16.0,16.0,79.0,"4464,10"
38639d94-c4d2-43ee-83ee-3f7a89a000b6,Свердловская,,Екатеринбург,Шейнкмана,132,,,,16.0,16.0,79.0,"4554,30"
af8e69aa-f2e4-4ba6-b7c7-48f04fa5f1f7,Свердловская,,Екатеринбург,Шейнкмана,134,,,,16.0,16.0,79.0,"4532,40"
dbba2634-8ed2-4e0c-83d8-7159689475be,Свердловская,,Екатеринбург,Шейнкмана,134,,,А,12.0,6.0,654.0,"7976,30"
f5bed46a-214d-45f1-a4a3-a43f1efde767,Свердловская,,Екатеринбург,Шефская,4,,,,2.0,2.0,16.0,"623,40"
b0ab1285-fd3c-4e93-833a-a471f33f0618,Свердловская,,Екатеринбург,Шефская,10,,,,2.0,2.0,16.0,"919,00"
5c74e364-7c35-4a9b-b3d4-a4dc318764cf,Свердловская,,Екатеринбург,Шефская,12,,А,,2.0,2.0,8.0,"428,90"
5e3fd0a1-ff61-4ff3-9795-af4cd1ef11d8,Свердловская,,Екатеринбург,Шефская,14,,,,2.0,2.0,16.0,"700,60"
b66a1e69-6c17-4f7b-bfb6-c60fee66eb6a,Свердловская,,Екатеринбург,Шефская,15,,,,2.0,2.0,61.0,"1317,70"
0c1a17a6-c919-4493-99bb-da2ec33cf13c,Свердловская,,Екатеринбург,Шефская,15,,А,,2.0,2.0,2.0,"1166,30"
d8eed8db-de8d-441c-b7a4-1e277e6156c4,Свердловская,,Екатеринбург,Шефская,16,,,,9.0,9.0,108.0,"4732,80"
66b219f6-ebb6-49ee-8291-2ec0ce8ba764,Свердловская,,Екатеринбург,Шефская,17,,,,2.0,2.0,66.0,"1378,80"
16ceae72-d368-487d-9b3d-0b7502b23ef4,Свердловская,,Екатеринбург,Шефская,21 ,,А,,,,,
c1f1056e-3314-4e29-b304-6bc3062198ca,Свердловская,,Екатеринбург,Шефская,22,,А,,2.0,2.0,8.0,"454,40"
211eae4f-1a49-468c-acb4-15e7955ae550,Свердловская,,Екатеринбург,Шефская,23,,,,,,,"235,80"
1d242059-d6cb-4b37-8cd0-27b9f0c28354,Свердловская,,Екатеринбург,Шефская,24,,А,,2.0,2.0,8.0,"519,90"
abbffff7-fd0d-4a00-af4d-29a0994138a2,Свердловская,,Екатеринбург,Шефская,26,,,,2.0,2.0,8.0,"359,90"
cee8d39f-7b4a-4b34-81c1-e9bd4cd8806e,Свердловская,,Екатеринбург,Шейнкмана,120,,,,10.0,10.0,58.0,"4673,70"
c3901f91-c3a6-4e3e-b1eb-3b502477c6a3,Свердловская,,Екатеринбург,Шорный,13а,,,,2.0,2.0,12.0,"692,60"
d4062cf4-74f2-4a51-bc56-f859f31501fa,Свердловская,,Екатеринбург,Щорса,128,,,,14.0,5.0,172.0,"16055,00"
7be6db54-fb19-43de-be0e-4637b5a22e5f,Свердловская,,Екатеринбург,Щорса,112,,,,9.0,9.0,71.0,"3162,30"
69b44da1-b852-4872-8920-207795c03d4a,Свердловская,,Екатеринбург,Щорса,109,,,,24.0,10.0,497.0,"31710,20"
6bd9471e-2010-42bd-b00d-9722bcc8e2fa,Свердловская,,Екатеринбург,Электриков,22,,,,9.0,1.0,215.0,"10396,10"
e8d15f5b-4e5e-473d-8428-6eba5887ee80,Свердловская,,Екатеринбург,Электриков,23,,,,9.0,9.0,156.0,"6911,40"
abe972aa-5030-49fc-8d8b-ce3b8c99957f,Свердловская,,Екатеринбург,Электриков,24,,,,18.0,18.0,161.0,"8150,00"
2a5381a4-952d-4eac-9c56-3db684c761ca,Свердловская,,Екатеринбург,Электриков,25,,,,16.0,16.0,90.0,"3174,40"
fcf61e43-d979-4a91-9f4b-b20a4961c060,Свердловская,,Екатеринбург,Электриков,26,,,,18.0,18.0,157.0,"7938,50"
db2872a1-213c-4d80-a01a-f67f71fb89d6,Свердловская,,Екатеринбург,Электриков,2,,,,3.0,3.0,24.0,"1573,70"
c89850aa-4261-42b1-b130-b80457ce214c,Свердловская,,Екатеринбург,Щорса,134,,,,12.0,,,"2422,08"
635ad5d1-2664-42ee-aab6-edd71552e94c,Свердловская,,Екатеринбург,Щорса,132,,,,16.0,16.0,128.0,"5568,20"
4757f8b8-7a81-5e1d-f584-8ec2fd09f2d4,Свердловская,,Екатеринбург,Щорса,92а1,,,,2.0,2.0,6.0,"290,40"
c247dca7-34fe-0424-0f4a-f62f2608fa81,Свердловская,,Екатеринбург,Щорса,56,,Б,,5.0,5.0,100.0,"4535,20"
c1f77c81-7c14-4611-94de-bfa66c4665e2,Свердловская,,Екатеринбург,Щорса,58,,,,9.0,9.0,32.0,"1947,80"
4708b383-a93f-4e82-9334-6fe97b75c27d,Свердловская,,Екатеринбург,Щорса,60,,,,5.0,5.0,79.0,"2598,70"
43b84e68-cc7a-4db5-b545-82e150db309c,Свердловская,,Екатеринбург,Щербакова,145а,,,,17.0,17.0,77.0,"2783,10"
13179766-eec4-47b2-bf3b-057d60787843,Свердловская,,Екатеринбург,Щорса,60,,А,,5.0,5.0,80.0,"3256,70"
6db30f4f-d2ba-4f32-9fa2-6cf6ff025a89,Свердловская,,Екатеринбург,Щорса,62,,А,,5.0,5.0,80.0,"3132,00"
816e93d9-53eb-41ff-b868-637d030edd0e,Свердловская,,Екатеринбург,Щорса,64,,,,5.0,5.0,76.0,"2649,80"
fe6b9fc6-2fd6-4f78-a697-0a3cd4a8c800,Свердловская,,Екатеринбург,Щорса,74,,,,5.0,5.0,64.0,"2551,90"
bdbdb5a5-0963-326f-9855-d411613051b5,Свердловская,,Екатеринбург,Щорса,92,,2,А,2.0,2.0,8.0,"277,00"
ca1b177b-0314-2d9c-ec78-35033d23bba3,Свердловская,,Екатеринбург,Щорса,92,5,А,,2.0,2.0,8.0,"610,00"
a5fe2c30-e897-495f-a62d-559e673cdd75,Свердловская,,Екатеринбург,Щорса,130,,,,9.0,9.0,214.0,"10372,90"
e96a4c1d-b341-5371-3ca1-337976007a46,Свердловская,,Екатеринбург,Щорса,92а6,,,,2.0,2.0,12.0,"629,10"
5db3d3b4-dc7a-a987-cc77-c0b1ec7b5bc8,Свердловская,,Екатеринбург,Щорса,92,7,А,,2.0,2.0,8.0,"384,70"
12f50777-0096-4dd3-88f7-3511af9d8630,Свердловская,,Екатеринбург,Щорса,94,,,,5.0,5.0,67.0,"2523,20"
02c77089-9fb7-4030-92ac-6775e402a3d2,Свердловская,,Екатеринбург,Щорса,96,,,,6.0,5.0,123.0,"4932,60"
c2341fbb-23c3-40ec-a946-a4e67a9f13a2,Свердловская,,Екатеринбург,Щорса,103,,,,18.0,16.0,384.0,"20308,50"
4cd14c0f-240b-47f3-a9b1-5b4bd0339b7b,Свердловская,,Екатеринбург,Щорса,105,,,,20.0,17.0,354.0,"17194,70"
6f79870e-25ef-4682-9e8f-82b9f81b9996,Свердловская,,Екатеринбург,Щорса,62,,,,9.0,4.0,79.0,"3219,10"
7fdd95ae-095a-4213-ab2c-0011d0bc9c97,Свердловская,,Екатеринбург,Шаумяна,96,,,,9.0,9.0,54.0,"2574,30"
26a37baf-42e4-fec0-02ca-69ad347c460b,Свердловская,,Екатеринбург,Щербакова,145,,,,5.0,5.0,38.0,"1554,50"
a8c72351-5288-4f13-a518-078730078755,Свердловская,,Екатеринбург,Щербакова,141а,,,,5.0,5.0,70.0,"3323,80"
379c61a7-e2ae-44ec-84cf-f6a93390231a,Свердловская,,Екатеринбург,Черноморский,3,,,,3.0,3.0,20.0,"1391,90"
fa896430-ab3a-45b4-b929-3ad0a5a4cf29,Свердловская,,Екатеринбург,Черноморский,4,,,,9.0,9.0,50.0,"2180,90"
75ea7b26-1117-402c-bc85-c894f247a08c,Свердловская,,Екатеринбург,Черноморский,6,,,,9.0,9.0,48.0,"2104,30"
205c33aa-9fa2-479a-b067-88c04fecf440,Свердловская,,Екатеринбург,Черкасская,26,,,,2.0,2.0,16.0,"668,60"
bf786b9f-1a82-4351-ab8a-2700bbae5b16,Свердловская,,Екатеринбург,Черкасская,24,,,,3.0,3.0,24.0,"1053,00"
3e2cef03-18a7-425c-8538-2a32662a0c9f,Свердловская,,Екатеринбург,Черкасская,22а,,,,4.0,4.0,16.0,"1007,00"
952be3c2-b424-4c49-a02c-6f0e0ff1e711,Свердловская,,Екатеринбург,Черепанова,16,,,,9.0,9.0,294.0,"15526,20"
ad249caf-01c0-48ab-94f8-47dc6f52a2c6,Свердловская,,Екатеринбург,Чердынская,53,,Б,,2.0,,,"279,80"
1f488114-8dfd-47dc-96cc-e56c8a71867c,Свердловская,,Екатеринбург,Чердынская,54,,,,2.0,2.0,16.0,"606,20"
7f39d49d-dec1-4478-918c-ce2a6b484c1d,Свердловская,,Екатеринбург,Чердынская,56,,,,2.0,2.0,16.0,"631,10"
770326d1-50f0-4347-adc4-29881ff7069a,Свердловская,,Екатеринбург,Чердынская,58,,,,2.0,2.0,17.0,"628,30"
1e2e6ecd-8710-4dfd-a283-aea1ebf8e066,Свердловская,,Екатеринбург,Черепанова,4,,,,9.0,1.0,405.0,"23270,00"
04cc794e-83e8-4a89-a92d-ef034dd796cb,Свердловская,,Екатеринбург,Черепанова,4А,,,,4.0,4.0,23.0,"2094,90"
1c93c6bf-e6f6-4539-b5a6-8cb00a34fc4f,Свердловская,,Екатеринбург,Черепанова,6,,,,16.0,16.0,256.0,"11428,10"
961be0c2-d748-4852-b18e-58eda3623b0c,Свердловская,,Екатеринбург,Черепанова,8,,,,16.0,16.0,256.0,"11401,70"
3b21046d-e3a9-49db-b862-4f9d10c580ec,Свердловская,,Екатеринбург,Черепанова,12,,,,9.0,9.0,670.0,"37210,50"
aff81a54-871d-4abe-a2a3-82ed3580c383,Свердловская,,Екатеринбург,Черепанова,18,,,,9.0,9.0,511.0,"28804,50"
cb0961de-d3ce-4c6b-8332-4a31d94f17b3,Свердловская,,Екатеринбург,Черкасская,22,,,,2.0,2.0,16.0,"631,10"
b84c845d-e364-41c3-8c33-fdcb4c9de835,Свердловская,,Екатеринбург,Черепанова,20,,,,16.0,16.0,128.0,"5741,40"
47b80d43-c735-4a03-b93d-82ec32f0a1dd,Свердловская,,Екатеринбург,Черепанова,22,,,,16.0,16.0,128.0,"5696,00"
9ab47c7c-51f4-4fde-b248-52911531abd6,Свердловская,,Екатеринбург,Черепанова,24,,,,9.0,9.0,259.0,"13731,00"
04903b7a-6e56-4f78-819f-c418eaefbc36,Свердловская,,Екатеринбург,Черепанова,28,,,,9.0,,341.0,"18978,90"
dd906568-7a7d-495d-a96f-6efb62be8f20,Свердловская,,Екатеринбург,Черепанова,30,,,,9.0,1.0,184.0,"9350,50"
dd906568-7a7d-495d-a96f-6efb62be8f20,Свердловская,,Екатеринбург,Черепанова,30,,,,9.0,,390.0,"21593,40"
73443db7-aaad-44e3-b287-dc62ee673cd7,Свердловская,,Екатеринбург,Черепанова,32,,,,16.0,16.0,128.0,"5726,20"
f09566b9-acb0-44bc-b3d4-deda9b3e27e8,Свердловская,,Екатеринбург,Черноморский,2,,,,9.0,9.0,51.0,"2206,00"
