houseguid,formalname_region,formalname_area,formalname_city,formalname_street,house_number,building,block,letter,floor_count_max,floor_count_min,living_quarters_count,area_residential
00fe3751-19f6-4e15-8faf-4c65e294eec4,Свердловская,,Екатеринбург,Машиностроителей,61,,,,5.0,5.0,80.0,"3815,60"
c6bfd7b7-60b6-416c-ab6f-faa51a3abec4,Свердловская,,Екатеринбург,Маневровая,19,,,,5.0,5.0,73.0,"3724,60"
1952365c-03bd-45c2-8cbf-142b2cb855cd,Свердловская,,Екатеринбург,Мартовская,7,,,,2.0,2.0,8.0,"328,40"
4dcc1ee2-38e8-40f2-9888-556fcdc94b2a,Свердловская,,Екатеринбург,Маневровая,23,,,,2.0,2.0,16.0,"627,20"
3dc6a5dc-9f2e-4184-9713-3b7f36ff75c8,Свердловская,,Екатеринбург,Маневровая,23а,,,,5.0,5.0,60.0,"3053,70"
32d4f8c4-32d6-4ac0-9055-7acc7e7164ca,Свердловская,,Екатеринбург,Маневровая,25,,,,3.0,3.0,24.0,"2072,88"
acbffa21-4076-48d0-a159-4bc2d027b060,Свердловская,,Екатеринбург,Маневровая,25а,,,,5.0,5.0,101.0,"5164,58"
d930d543-da3c-4474-ba43-78dd2dda09d5,Свердловская,,Екатеринбург,Маневровая,27,,,,9.0,9.0,36.0,"1723,70"
11f48b6e-11df-464a-93a2-4967ebe671c5,Свердловская,,Екатеринбург,Маневровая,27а,,,,9.0,9.0,36.0,"1993,00"
e9b32071-6b97-4e98-9946-c4e8c4c7878f,Свердловская,,Екатеринбург,Мартовская,1,,,,10.0,10.0,159.0,"8326,30"
dbf528f7-9066-4de6-a7de-3baa5f34543c,Свердловская,,Екатеринбург,Мартовская,3,,,,10.0,10.0,118.0,"4190,70"
2e14e325-f071-4ee9-81c1-d4d8d16fe3a1,Свердловская,,Екатеринбург,Мартовская,5,,,,10.0,10.0,118.0,"4206,00"
93cb0708-4f42-43b0-87eb-bf6097f72aff,Свердловская,,Екатеринбург,Машинная,10,,,,12.0,12.0,96.0,"4294,30"
02a560dd-9782-46d9-a46e-698c7b4eefb9,Свердловская,,Екатеринбург,Машинная,12,,,,12.0,12.0,96.0,"4284,70"
0223f1dd-287b-4f2c-a5e6-29d0b599608d,Свердловская,,Екатеринбург,Маяковского,2,,а,,4.0,4.0,45.0,"3156,10"
1579a499-af8c-4a44-8cfa-555f61c37846,Свердловская,,Екатеринбург,Машинная,29,А,,,10.0,10.0,56.0,"5883,20"
84dcf554-7a11-4740-9bca-4189daa2476f,Свердловская,,Екатеринбург,Машиностроителей,39,,,,5.0,5.0,84.0,"3530,80"
d57277a6-28db-4698-9ef9-08ff3bf2287e,Свердловская,,Екатеринбург,Машиностроителей,41,,,,5.0,5.0,84.0,"3727,10"
c0725781-1800-4d93-9e33-ccfe73fc73f9,Свердловская,,Екатеринбург,Машиностроителей,43,,,,5.0,5.0,37.0,"1453,20"
deca8406-d946-47fa-a7de-42e9b2bae753,Свердловская,,Екатеринбург,Машиностроителей,45,,,,5.0,5.0,83.0,"3397,10"
7fc58e8d-9b35-4c07-be78-ec40e4b8498a,Свердловская,,Екатеринбург,Машиностроителей,47,,,,5.0,5.0,80.0,"3737,10"
167407ca-0e04-4379-a4c9-c2116f37e68b,Свердловская,,Екатеринбург,Машиностроителей,49,,,,5.0,5.0,40.0,"1629,80"
a173085d-f212-412e-96a5-a59a52ac13d9,Свердловская,,Екатеринбург,Машиностроителей,51,,,,5.0,5.0,88.0,"3639,90"
39f127e7-547a-478f-b87b-38e57f6425a2,Свердловская,,Екатеринбург,Машиностроителей,55,,,,5.0,5.0,80.0,"3638,80"
07acc93a-ed03-47a2-ac91-e85d36bfffa9,Свердловская,,Екатеринбург,Машиностроителей,57,,,,5.0,5.0,40.0,"1634,50"
21e87e3f-71f1-488f-9d95-f44b177d8226,Свердловская,,Екатеринбург,Машиностроителей,59,,,,5.0,5.0,80.0,"3710,20"
cdf1d61f-2167-4a79-a0c8-c26141c48c20,Свердловская,,Екатеринбург,Машиностроителей,63,,,,5.0,5.0,80.0,"3608,60"
968b77f0-a2a4-4b19-9688-de44387039f5,Свердловская,,Екатеринбург,Машиностроителей,18,,,,5.0,5.0,139.0,"8932,70"
36252686-0475-46e6-9d13-63db68b8f31e,Свердловская,,Екатеринбург,Машиностроителей,20,,,,5.0,5.0,40.0,"2624,80"
f3e30d0d-da86-4ccb-91b4-1207d225ca3b,Свердловская,,Екатеринбург,Машиностроителей,24,,,,5.0,5.0,40.0,"2946,00"
5b99a9c4-129d-44e2-81ff-b371ebf7d3df,Свердловская,,Екатеринбург,Латвийская,41,,,,9.0,1.0,105.0,"5586,80"
d552f8e3-a6cf-4e97-b094-9f9b1bda7b93,Свердловская,,Екатеринбург,Лагерная,77,,,,2.0,1.0,8.0,"443,30"
68b47840-9504-40ee-9d6a-b500cf9df1d5,Свердловская,,Екатеринбург,Лагерная,91,,,,2.0,2.0,8.0,"155,00"
843c3c78-d2b1-412d-9614-928c52c1c523,Свердловская,,Екатеринбург,Лагерная,93,,,,1.0,1.0,3.0,"98,14"
c7249cd0-3a55-4e84-9067-2fc0cb32c1bf,Свердловская,,Екатеринбург,Латвийская,3,,,,9.0,9.0,287.0,"15648,48"
3f2cbb90-b4dd-4876-872c-64833ed94c72,Свердловская,,Екатеринбург,Латвийская,10,,,,2.0,1.0,16.0,"734,40"
ae414abb-e2c0-49c2-bd55-69bccae1dc79,Свердловская,,Екатеринбург,Латвийская,11,,,,2.0,1.0,8.0,"515,70"
f20925df-9fed-43ea-bf8c-0843a231cb8d,Свердловская,,Екатеринбург,Латвийская,11а,,,,2.0,1.0,8.0,"514,40"
1c2e51f1-f1e6-4433-8606-3f99e07bd83c,Свердловская,,Екатеринбург,Латвийская,12,,,,2.0,1.0,24.0,"1238,40"
275301b4-6f52-403c-b59c-870450c72910,Свердловская,,Екатеринбург,Латвийская,14,,,,3.0,1.0,23.0,"1678,90"
511870ed-1b60-48b6-bd7a-2fb7589ba8b1,Свердловская,,Екатеринбург,Латвийская,16,,,,3.0,1.0,20.0,"1453,50"
5bfebf7b-4676-44ab-8447-f29ff8672db2,Свердловская,,Екатеринбург,Латвийская,17,,,,5.0,1.0,98.0,"4455,10"
c02457f7-b6d3-4120-821e-91d5401b22ae,Свердловская,,Екатеринбург,Латвийская,18,,,,4.0,1.0,42.0,"2484,20"
7b3b59da-ff02-440e-8aa5-62d58371fb45,Свердловская,,Екатеринбург,Латвийская,22,,,,5.0,1.0,48.0,"1984,30"
113297a7-edf8-497c-aea2-836f411fae61,Свердловская,,Екатеринбург,Латвийская,23,,,,4.0,1.0,44.0,"1682,70"
03c17424-4ac9-4ee7-a7b6-cb338be6e57d,Свердловская,,Екатеринбург,Латвийская,24,,,,5.0,1.0,99.0,"4009,60"
bec805f5-f829-4651-9ffd-a0acbd7c30dd,Свердловская,,Екатеринбург,Латвийская,25,,,,4.0,1.0,46.0,"1952,70"
b2b8ada1-5074-4102-ae37-06c8a63d0391,Свердловская,,Екатеринбург,Латвийская,26,,,,3.0,1.0,12.0,"1141,90"
8695dd39-6594-40c9-8c52-66b46a96e1a7,Свердловская,,Екатеринбург,Латвийская,27,,,,4.0,1.0,44.0,"1854,00"
fa6d92e5-28c2-4536-9881-bbeeade8920c,Свердловская,,Екатеринбург,Латвийская,36,,,,5.0,1.0,149.0,"6458,30"
bf2e6219-c4ca-4dd0-9c7a-49c47fdc017a,Свердловская,,Екатеринбург,Латвийская,37,,,,9.0,9.0,362.0,"18778,10"
ea2ced4a-3f13-4dc2-b711-7cbfad1809da,Свердловская,,Екатеринбург,Латвийская,38,,,,5.0,1.0,139.0,"6496,10"
3c3e85ea-e86c-8f94-e3d5-82d1c525c42e,Свердловская,,Екатеринбург,Ленина,5,,,,5.0,4.0,111.0,"8949,80"
244e99d0-a2ab-498f-9007-a1a7b0288fc4,Свердловская,,Екатеринбург,Ленина,5,,3,,4.0,4.0,39.0,"3232,70"
3a93575e-0784-46d7-8230-21f1717a3cb3,Свердловская,,Екатеринбург,Ленина,5,,4,,4.0,4.0,12.0,"998,30"
58ac8734-a5a6-42d9-bf4d-4a8931e0e51b,Свердловская,,Екатеринбург,Ленина,62/9,,,,5.0,5.0,60.0,"2532,30"
d16ba9cd-09d3-4119-84b1-fc40080167af,Свердловская,,Екатеринбург,Латвийская,42,,,,9.0,0.0,215.0,"10372,60"
73c6c741-aa07-44cf-85ec-d4f891afa283,Свердловская,,Екатеринбург,Латвийская,44,,,,5.0,5.0,90.0,"3439,00"
8e1a4d46-86a5-4965-a417-f130ebbb7881,Свердловская,,Екатеринбург,Ленина,2,,,,5.0,5.0,62.0,"2537,90"
952eab9a-83c4-4aba-968d-251db18911dd,Свердловская,,Екатеринбург,Машиностроителей,28,,,,5.0,5.0,40.0,"2637,10"
f280bdd7-bbad-4ec6-9721-f2a61c772767,Свердловская,,Екатеринбург,Машиностроителей,30,,,,10.0,10.0,69.0,"3765,50"
2f381bbc-e924-4d4e-93a5-5ae75cd895f0,Свердловская,,Екатеринбург,Луначарского,33,,,,5.0,5.0,79.0,"3354,45"
d7c90f25-81a7-4dcb-a992-9b6012b4b07f,Свердловская,,Екатеринбург,Луначарского,21 (подъезд 8),,,,9.0,1.0,62.0,"1644,90"
2cd61be4-60a9-4186-82e9-e1b1b85a8112,Свердловская,,Екатеринбург,Минометчиков,28,,,,,,,
960c5973-b699-492e-9e4d-94b36f6cf1d9,Свердловская,,Екатеринбург,Латвийская,43,,,,9.0,1.0,132.0,"7908,10"
d2045266-0210-4eab-8f41-62dca66021bc,Свердловская,,Екатеринбург,Латвийская,45,,,,9.0,,,"7350,75"
faa9a314-d1a9-d676-239c-1b6643f8b826,Свердловская,,Екатеринбург,Латвийская,45,У2,,,9.0,9.0,221.0,"8974,50"
ac58c6aa-d1e9-4ef5-9e5b-0cfe936b63e5,Свердловская,,Екатеринбург,Латвийская,47,,,,10.0,1.0,68.0,"3831,70"
c8b561b1-e69a-4a87-9363-44513a99f10b,Свердловская,,Екатеринбург,Латвийская,48,,1,,19.0,19.0,215.0,"10645,90"
6b22ff82-8fae-4fe7-8a94-cde23820cd47,Свердловская,,Екатеринбург,Латвийская,48,,2,,22.0,22.0,296.0,"17828,00"
e2764e4f-f50a-468f-bcb4-6fd79dfffefb,Свердловская,,Екатеринбург,Латвийская,49,,,,10.0,1.0,205.0,"12840,00"
c4c2da0a-06ae-446b-b3d8-20f6af1fa209,Свердловская,,Екатеринбург,Маневровая,17а,,,,5.0,5.0,89.0,"4553,01"
b1c51f2b-b6a7-4918-8a4d-db5df69ca0f8,Свердловская,,Екатеринбург,Латвийская,51,,,,,,,
1cc259c7-fd90-4fa9-807d-34f8ed4409b3,Свердловская,,Екатеринбург,Латвийская,54,,,,17.0,13.0,376.0,"18276,30"
b8f021a9-2773-4c90-97a7-b3c46bf78dd0,Свердловская,,Екатеринбург,Латвийская,55,,,,12.0,12.0,44.0,"2474,00"
e48159a6-763f-4d26-91af-4e12061d1d8e,Свердловская,,Екатеринбург,Латвийская,59,,,,10.0,0.0,265.0,"13694,30"
f4eaa83b-9399-4fef-be1d-0c88af06cb72,Свердловская,,Екатеринбург,Латышская,76,,,,1.0,,,"61,70"
759b54b6-b823-4d9b-8ee1-735f82ffd713,Свердловская,,Екатеринбург,Латышская,78,,,,,,,
04c221fb-4bf3-4edb-a94a-0ee59c4af9a4,Свердловская,,Екатеринбург,Латышская,80,,,,1.0,,,"85,50"
6f274dd1-2501-4de2-8111-5a8794106011,Свердловская,,Екатеринбург,Латышская,82,,,,1.0,,,"60,50"
0180f48f-3b52-426a-88c7-1219ad4c2bf3,Свердловская,,Екатеринбург,Латышская,87,,,,2.0,2.0,8.0,"285,00"
8fa9832c-cab1-4f6d-9b90-30262883f69d,Свердловская,,Екатеринбург,Латышская,89,,,,2.0,2.0,8.0,"286,40"
b92865d2-e510-4d36-ad48-225f7dfdf523,Свердловская,,Екатеринбург,Латышская,91,,,,2.0,2.0,8.0,"289,00"
7656688f-cfd0-4491-aaec-00372ea97675,Свердловская,,Екатеринбург,Латышская,93,,,,2.0,2.0,8.0,"278,40"
b9c5b060-8490-4cb9-8987-7ac2efaa65e8,Свердловская,,Екатеринбург,Латышская,95,,,,2.0,2.0,8.0,"277,00"
fafe11c8-f8a1-4a39-9f8f-3194b8df25be,Свердловская,,Екатеринбург,Латвийская,53,,,,10.0,10.0,147.0,"7813,30"
8a791aca-8a83-4bbc-bc85-a5a4f3514f98,Свердловская,Режевской,Реж,Ленина,22,,а,,2.0,2.0,45.0,"579,30"
9c1d7910-acd0-4ead-909d-6f8c9f118382,Свердловская,,Екатеринбург,Маневровая,17,,,,4.0,4.0,64.0,"2542,10"
ee22b804-00ca-4f04-a390-76b08a79a5db,Свердловская,,Екатеринбург,Маневровая,15а,,,,3.0,3.0,24.0,"2114,20"
e4e5903c-4522-47b3-ba91-fd2bc78fa09c,Свердловская,,Екатеринбург,Мельникова,38,,,,20.0,1.0,172.0,"12274,20"
fad21507-f887-4eb3-822a-cc4418d0acab,Свердловская,,Екатеринбург,Металлургов,10,,а,,9.0,9.0,358.0,"17639,60"
4f263bb7-eee2-4705-968b-0654dc07b94a,Свердловская,,Екатеринбург,Металлургов,12,,,,5.0,5.0,70.0,"2551,30"
5dcd7ca1-ffd6-423e-9a69-cbf5b2508661,Свердловская,,Екатеринбург,Металлургов,14,,,,5.0,5.0,60.0,"2603,90"
d259b16a-0fa6-405d-8502-efbfa8432774,Свердловская,,Екатеринбург,Металлургов,14,а,,,12.0,12.0,94.0,"4119,70"
52813514-3d81-4fb7-a184-f0381989a1e6,Свердловская,,Екатеринбург,Металлургов,38,,а,,12.0,12.0,96.0,"4280,60"
aedeb653-ded3-4b77-96f8-f4862bd20402,Свердловская,,Екатеринбург,Металлургов,40,,1,,5.0,5.0,80.0,"3914,10"
695407c5-9def-4a32-9fc1-24d073c56a7d,Свердловская,,Екатеринбург,Металлургов,40,,2,,5.0,5.0,140.0,"6515,70"
1e31bfff-81b2-ad11-b73f-618d8ab8307a,Свердловская,,Екатеринбург,Металлургов,40/3,,,,,,,"2537,20"
1e31bfff-81b2-ad11-b73f-618d8ab8307a,Свердловская,,Екатеринбург,Металлургов,40/3,,,,,,,
71e1ecf5-a2f5-4bed-b7d8-326e7f16137d,Свердловская,,Екатеринбург,Металлургов,40,,3,,12.0,12.0,96.0,"4315,60"
15f9ef1d-2780-4862-89b3-3ed4bea8ee11,Свердловская,,Екатеринбург,Металлургов,42,,,,5.0,5.0,159.0,"7869,00"
a304eec7-fec6-41a9-88c2-ae7eff874e89,Свердловская,,Екатеринбург,Металлургов,44,,,,9.0,9.0,142.0,"8011,10"
6563ed6f-8b88-4966-bc11-1efc6d3a2fc0,Свердловская,,Екатеринбург,Металлургов,44А,,,,,,,"5063,20"
6563ed6f-8b88-4966-bc11-1efc6d3a2fc0,Свердловская,,Екатеринбург,Металлургов,44,,а,,10.0,10.0,270.0,"14898,70"
8b6df351-2d05-4020-b094-6423ea4aeebf,Свердловская,,Екатеринбург,Металлургов,46,,,,9.0,9.0,284.0,"16118,80"
5ce1cf66-5b3c-42c3-bcb5-5c8385f1d314,Свердловская,,Екатеринбург,Металлургов,46,,а,,10.0,10.0,94.0,"4436,10"
16d1cea6-14d8-4585-a6f0-4f47dc220571,Свердловская,,Екатеринбург,Металлургов,48,,,,16.0,16.0,128.0,"5663,90"
8ef530f5-1fec-465b-8168-b09605cc887a,Свердловская,,Екатеринбург,Металлургов,50,,,,16.0,16.0,118.0,"5703,70"
86ece949-017f-4c17-ad9d-c25af1bf779f,Свердловская,,Екатеринбург,Металлургов,52,,,,16.0,16.0,99.0,"5710,00"
11ff0760-f7f5-e14d-9d26-c2887257ff6c,Свердловская,,Екатеринбург,Миасская,44б,,1,,2.0,2.0,8.0,"275,60"
7670c35b-3825-8a2c-e5d3-e13e9b54f9a6,Свердловская,,Екатеринбург,Миасская,44б,,2,,2.0,2.0,8.0,"258,40"
28a480bb-581c-4c97-8737-c370c187b25e,Свердловская,,Екатеринбург,Миасская,44в,,,,2.0,2.0,8.0,"272,00"
5989f586-09de-1e31-99c7-7bfd9752b064,Свердловская,,Екатеринбург,Минометчиков,5,,,,4.0,4.0,37.0,"1531,90"
4df4ac14-6b8b-4a90-9cde-b7a81bddf9dc,Свердловская,,Екатеринбург,Минометчиков,7,,,,4.0,4.0,36.0,"1501,50"
6ff24c66-5727-439f-8fc6-d7a13a79d469,Свердловская,,Екатеринбург,Мельникова,27,,,,26.0,12.0,419.0,"26452,30"
4cbab15f-4086-4bd7-b9d7-53f142645048,Свердловская,,Екатеринбург,Минометчиков,26,,,,5.0,5.0,80.0,"3925,56"
bedd1d07-00ac-49f0-9e7c-44006144a74a,Свердловская,,Екатеринбург,Мельникова,20,,,,13.0,12.0,126.0,"11478,15"
d13d2858-21d8-4643-b0dc-5c0967b245ca,Свердловская,,Екатеринбург,Мельковская,14,,,,4.0,4.0,32.0,"1276,80"
cdf2d582-b2cf-4da0-b19e-5679a2214018,Свердловская,,Екатеринбург,Металлургов,4,,а,,16.0,16.0,118.0,"5644,00"
5f7d5c3a-c52b-415d-9d38-865c9e7c6479,Свердловская,,Екатеринбург,Металлургов,6,,,,5.0,5.0,80.0,"3903,50"
f468f752-5577-4f70-963a-4532da1ad93a,Свердловская,,Екатеринбург,Металлургов,8,,,,5.0,5.0,60.0,"2591,20"
269dbe60-e6ee-4962-be1f-68bb57c37776,Свердловская,,Екатеринбург,Металлургов,10,,,,5.0,5.0,70.0,"2575,80"
fad21507-f887-4eb3-822a-cc4418d0acab,Свердловская,,Екатеринбург,Металлургов,10А,,,,,,,"17599,70"
64777b88-7a34-42c0-8005-6610e6cd3cfe,Свердловская,,Екатеринбург,Мельникова,52,,,,5.0,5.0,66.0,"3169,90"
0e996819-4b51-4b91-a062-88adfad5c14d,Свердловская,,Екатеринбург,Мельникова,42,,,,5.0,5.0,37.0,"1553,60"
0f197521-ac3d-49ec-9c00-22cafce945ae,Свердловская,,Екатеринбург,Мамина-Сибиряка,137,,,,7.0,7.0,177.0,"7421,35"
4ebb2cd8-b533-4a7e-92b5-933e45b0eb34,Свердловская,,Екатеринбург,Мельникова,40,,,,5.0,5.0,56.0,"2353,40"
8c365260-4065-426b-be2e-0ffc9f490154,Свердловская,,Екатеринбург,Маяковского,14,,,,9.0,9.0,202.0,"12016,90"
f7b1915b-f484-70a9-bc79-889bbc7dcfa7,Свердловская,,Екатеринбург,Маяковского,15/17,,,,1.0,1.0,2.0,"121,10"
6863cfc9-b443-4c88-50c2-0bee3b58447c,Свердловская,,Екатеринбург,Маяковского,19/21,,,,1.0,1.0,2.0,"116,90"
09b93f97-d247-4221-b2ae-4e15b9cb8d3b,Свердловская,,Екатеринбург,Маяковского,29,,,,4.0,4.0,94.0,"3675,40"
f41a078e-9e12-4e52-8b54-d0f689af0ee1,Свердловская,,Екатеринбург,Медицинский,3,,,,5.0,5.0,80.0,"3279,40"
dce7b76e-7f2a-4216-bd6f-d2ca12862139,Свердловская,,Екатеринбург,Медицинский,7,,,,5.0,5.0,80.0,"3233,40"
6eef4746-1a45-4b9a-b95f-fb901e65b1a7,Свердловская,,Екатеринбург,Медицинский,9,,,,5.0,5.0,80.0,"3265,20"
af45c4ac-63b5-3992-5575-bc4943e53c19,Свердловская,,Екатеринбург,Межевая,3,,,,1.0,1.0,2.0,"124,60"
4a44fb85-ee27-2d0e-0512-38b702598139,Свердловская,,Екатеринбург,Межевая,65,,67,,1.0,1.0,2.0,"95,10"
d71e971b-22ab-e062-293f-849d95d51614,Свердловская,,Екатеринбург,Межевая,73,,75,,1.0,1.0,2.0,"87,10"
acc93cac-2caf-4d70-840d-d9da010be0d0,Свердловская,,Екатеринбург,Межевая,111,,,,1.0,1.0,2.0,"58,00"
a486895e-4d48-82a2-1f29-949b6b872432,Свердловская,,Екатеринбург,Мельковская,2,,Б,,5.0,5.0,173.0,"12230,90"
f74eb108-5a4b-442b-832a-aa47e7f920d2,Свердловская,,Екатеринбург,Мельковская,3,,,,5.0,5.0,160.0,"9935,40"
ab21de5d-0e2f-499b-9baf-624ad99fc9e2,Свердловская,,Екатеринбург,Мельковская,9,,,,5.0,5.0,100.0,"6007,02"
38369a46-95e7-4b63-a815-49e8c26667ef,Свердловская,,Екатеринбург,Мельковская,11,,,,5.0,5.0,40.0,"1576,50"
d63e9fb2-eafd-442c-9326-b9f0d292682e,Свердловская,,Екатеринбург,Мельковская,13,,,,5.0,5.0,32.0,"1256,70"
90866eb3-a25c-452e-8bbb-38ccf224ea18,Свердловская,,Екатеринбург,Мельникова,3,,,,9.0,9.0,165.0,"3573,00"
52813514-3d81-4fb7-a184-f0381989a1e6,Свердловская,,Екатеринбург,Металлургов,38А,,,,,,,"2523,70"
28513cb2-1d7a-4a32-869c-b137bc9d29c3,Свердловская,,Екатеринбург,Металлургов,38,,,,5.0,5.0,70.0,"2579,70"
205d6829-a5b2-4980-8ac4-a4c59e731db6,Свердловская,,Екатеринбург,Металлургов,36,,,,5.0,5.0,70.0,"2570,50"
b9a3d980-2f5f-4537-99a3-d6c19a14f1e2,Свердловская,,Екатеринбург,Маршала Жукова,14,,,,19.0,9.0,125.0,"14998,10"
76d9340b-6bce-c304-0a74-9076a11dd18b,Свердловская,,Екатеринбург,Мастеров,24,,,,,,,"42,20"
cec8df94-4db0-1a1c-d5c2-57c42e815e72,Свердловская,,Екатеринбург,Мастеров,31,,,,,,,"64,00"
6b16d876-fcba-47ff-babd-b25970ad2514,Свердловская,,Екатеринбург,Машинистов,2,,,,9.0,9.0,143.0,"7824,50"
015e0f90-5411-441b-a184-afb6a223d293,Свердловская,,Екатеринбург,Машинистов,3,,,,25.0,,,"10833,40"
3a965fea-f621-4764-8464-b694681b8d21,Свердловская,,Екатеринбург,Машинистов,10,,,,9.0,9.0,52.0,"1865,30"
0aa980a4-540a-4b80-9835-ca6a90227428,Свердловская,,Екатеринбург,Машинистов,11,,,,7.0,6.0,51.0,"4457,90"
20aaf0fa-c6c1-495e-8eba-f815b1df1c8d,Свердловская,,Екатеринбург,Машинистов,12,,,,9.0,9.0,54.0,"1919,80"
bf4c6c88-b357-471d-a899-811b04047ec9,Свердловская,,Екатеринбург,Машинистов,12а,,,,9.0,9.0,54.0,"1946,50"
04f6c245-0838-46f3-a04d-3cee2144dbcf,Свердловская,,Екатеринбург,Машинистов,14,,,,9.0,9.0,113.0,"6285,68"
293c8f13-21d8-49e9-8153-deb2b030c8d5,Свердловская,,Екатеринбург,Машинистов,19а,,,,2.0,2.0,9.0,"547,80"
b0a65f57-008d-4361-8660-584dfd0cf108,Свердловская,,Екатеринбург,Машинная,1б,,1,,37.0,1.0,228.0,"16296,50"
48faba20-d322-4d62-898c-9486a3c919b0,Свердловская,,Екатеринбург,Машинная,3,,а,,16.0,15.0,234.0,"17865,30"
9b867020-7d52-455d-b85b-4d94362c7ac7,Свердловская,,Екатеринбург,Машинная,5,,,,5.0,5.0,70.0,"3351,80"
7a4b308b-c6ef-4435-acf7-e5cf1748f744,Свердловская,,Екатеринбург,Машинная,7,,,,4.0,4.0,30.0,"1264,20"
178c12c9-fa2e-4313-9138-2435c753b79b,Свердловская,,Екатеринбург,Машинная,8,,,,9.0,9.0,72.0,"3995,00"
bc8c36af-99e0-4b8a-9823-4d3827adf8f7,Свердловская,,Екатеринбург,Маршала Жукова,7,,,,9.0,9.0,45.0,"3232,80"
ac34197b-0dc3-4caf-bdf2-13f829cd1d67,Свердловская,,Екатеринбург,Мартовская,11,,,,5.0,5.0,70.0,"3892,10"
089a2fb4-ca74-9883-35ba-74cf4b1c94f2,Свердловская,,Екатеринбург,Мартовская,9,,,,2.0,2.0,8.0,"323,20"
370e4392-d59f-9bb2-95f9-66e89edbd7ef,Свердловская,,Екатеринбург,Маневровая,17,б,,,9.0,,180.0,"9903,00"
dcb55e7b-d503-4d3c-aba2-38ed6a0d1eec,Свердловская,,Екатеринбург,Мамина-Сибиряка,177,,,,6.0,5.0,24.0,"3116,00"
d0f3cefc-081a-48f8-a856-145082084ff8,Свердловская,,Екатеринбург,Мамина-Сибиряка,193,,,,9.0,9.0,241.0,"7346,20"
63a91068-63d7-4126-93be-5afb3d29f459,Свердловская,,Екатеринбург,Маневровая,12,,,,9.0,9.0,284.0,"15892,05"
558f5078-1b74-4cdd-9f63-6af0386a0454,Свердловская,,Екатеринбург,Маневровая,13,,,,4.0,4.0,60.0,"2396,61"
f3595d3a-b8e0-4bd2-a276-7ec06d5df7ed,Свердловская,,Екатеринбург,Маневровая,15,,,,4.0,4.0,32.0,"1279,10"
ee2be66f-6a58-47cd-832f-6c253b9c0992,Свердловская,,Екатеринбург,Маршала Жукова,13,,,,20.0,14.0,363.0,"40259,30"
f35c3cfe-599c-4077-b073-d76af20c108d,Свердловская,,Екатеринбург,Маршала Жукова,11,,,,9.0,9.0,178.0,"14388,00"
8d675e73-aa9c-4c97-e627-69ff5dddcd5a,Свердловская,,Екатеринбург,Маршала Жукова,10-1,,,,19.0,,45.0,"7141,00"
4809e629-2217-4435-850f-f2f3166a1791,Свердловская,,Екатеринбург,Маршала Жукова,10,,,,12.0,12.0,323.0,"20807,90"
af85dc46-a9d7-49ea-a7e0-adc295189f4f,Свердловская,,Екатеринбург,Металлургов,24,,,,5.0,5.0,70.0,"2578,00"
d259b16a-0fa6-405d-8502-efbfa8432774,Свердловская,,Екатеринбург,Металлургов,14,,А,,,,,"4298,50"
d2cd6dd5-d044-4165-bf12-b340c5e104ee,Свердловская,,Екатеринбург,Металлургов,16,,,,5.0,5.0,80.0,"3880,60"
ec35467a-5803-413e-a206-e47764d5293a,Свердловская,,Екатеринбург,Металлургов,16,,а,,16.0,16.0,128.0,"5699,90"
0a95623d-d024-8c8d-cb4e-0f0dc1fbe043,Свердловская,,Екатеринбург,Металлургов,16,,Б,,15.0,15.0,125.0,"6596,60"
d3635743-1564-4026-95a1-c92b2865b526,Свердловская,,Екатеринбург,Металлургов,18,,,,5.0,5.0,119.0,"5228,60"
a3a171b4-8a37-4357-bbff-a8ec685230f4,Свердловская,,Екатеринбург,Металлургов,18А,,,,,,,"9586,90"
a3a171b4-8a37-4357-bbff-a8ec685230f4,Свердловская,,Екатеринбург,Металлургов,18,,а,,9.0,9.0,287.0,"14564,40"
be2112f3-2257-446f-aae1-6dfc7b7986af,Свердловская,,Екатеринбург,Металлургов,20,,,,5.0,5.0,70.0,"2650,00"
e7d6dfb8-1d4c-45f6-9a60-93d8433a0a20,Свердловская,,Екатеринбург,Металлургов,22,,,,5.0,5.0,70.0,"2557,80"
d9460cb2-a0ab-43f7-8951-73a709f57115,Свердловская,,Екатеринбург,Металлургов,24А,,,,,,,"2374,40"
24b06f07-69e7-48ab-ae06-df498aff2f70,Свердловская,,Екатеринбург,Металлургов,34,,,,5.0,5.0,70.0,"2557,00"
6e2887af-268b-4d63-bb1e-b46f4cac798a,Свердловская,,Екатеринбург,Маневровая,16,,,,2.0,2.0,28.0,"495,20"
d9460cb2-a0ab-43f7-8951-73a709f57115,Свердловская,,Екатеринбург,Металлургов,24,,а,,12.0,12.0,96.0,"4317,00"
398ee0e6-6d15-4cc9-8d54-aa4ce6bffa8e,Свердловская,,Екатеринбург,Металлургов,28,,,,9.0,9.0,144.0,"7291,40"
10023969-25fc-461e-b9d2-175009745675,Свердловская,,Екатеринбург,Металлургов,30,,,,5.0,5.0,118.0,"1873,00"
8e814451-ced3-4582-890a-c606975dda03,Свердловская,,Екатеринбург,Металлургов,30,,2,,5.0,5.0,70.0,"2578,60"
76620195-3465-4f06-bc4d-2ce0343edae6,Свердловская,,Екатеринбург,Металлургов,30,,3,,12.0,12.0,81.0,"3943,00"
